,title,author,summary,category,word_count,age_cat,num_views,num_fav,publication_date,tags,url,download_link
164,Daughters of the Moon,Dixie Carnley,"Hope is a princess. Her people guard the mountains, keeping the humans from harm. They are warrior women, and their enemies know them as the sisters of wolves. That is true enough. Shape shifters, they track and kill any vampire, but when newcomers come, claiming to be different, her mother chooses to let them stay. Hope never dreamed of the consequences of that one acceptation.",Fantasy,170 Words,Ages 0 and up,1453,65,01-04-2010,"{'royalty', 'hate', 'friendship', 'werewolves', 'vampire', 'romance', 'love', 'princesses'}",https://www.bookrix.com/_ebook-dixie-carnley-daughters-of-the-moon/,https://www.bookrix.com/Books/Download.html?bookID=werewolf.girl_1262589778.0377609730&format=epub
165,Strangers In The Fireplace,L. Maxwell,"Christina had gotten use to the 1:15 a.m. wake up calls every Friday. Until now, a search through her condo for any intruders had always turned up empty. So what did the strange figures at the foot of her bed want?

This short story is an excerpt from a possible book series.",Fantasy,2863 Words,Ages 0 and up,1449,76,09-25-2009,"{'K', 'Action', 'Supernatural', 'Evil,... Show more', 'Adventure', 'Dark', 'Fantasy', 'Figures', 'Christina'}",https://www.bookrix.com/_ebook-l-maxwell-strangers-in-the-fireplace/,https://www.bookrix.com/Books/Download.html?bookID=leshea_1253150039.9052569866&format=epub
166,Element Girls Book 1,Mihaela Bogdan,"Four ordinary girls are about to find out a wonderful secret underneath their selves: they are witches owning the main four elements of the planet Earth (water, wind, earth and fire).",Fantasy,17394 Words,Ages 0 and up,1451,35,11-06-2011,"{'wind', 'darkness,... Show more', 'earth', 'evil', 'fire', 'magic', 'light', 'water', 'witch', 'good', 'dragon'}",https://www.bookrix.com/_ebook-mihaela-bogdan-element-girls-book-1/,
167,A life worth living,Annamere,"Kat has been teased her whole life. People called her ugly, nerd, geek, ect. Though she is quite pretty. When her boyfriend Liam breaks up with her for the slut of the school, she meets Connor. He shows her something she's never seen before.",Fantasy,5673 Words,Ages 10 and up,1441,74,06-28-2012,"{'Jelousy', 'Liam', 'Connor', 'Love', 'Kat', 'Demons', 'Dark angels'}",https://www.bookrix.com/_ebook-annamere-a-life-worth-living/,https://www.bookrix.com/Books/Download.html?bookID=annamere_1340856985.3827440739&format=epub
168,A Different World,Hayley Smith,"(WARNING: There are no religious views because I am not religious and know nothing about church or Christians or anything like that. You have been warned!)

""Why am I here?"" I asked instantly, my eyebrows narrowed as her sons came in and one sat beside her, one beside me and I inched away from him.

""Getting straight to the point, I like that,"" Niall said, grinning at Liam and I glared at him before turning my attention back to the queen.

""Well, straight to the point is good,"" Lyssa said in her high, steely voice and suddenly, I was scared of what was coming next ""You are to marry one of my boys,""",Fantasy,14939 Words,Ages 14 and up,1428,31,08-30-2012,"{'Angels', 'Dog', 'Hate', 'Romance', 'Werewolves', 'Prince', 'Elves', 'Faeries'}",https://www.bookrix.com/_ebook-hayley-smith-a-different-world/,https://www.bookrix.com/Books/Download.html?bookID=bell.leroy_1346362643.5801379681&format=epub
169,SPACE NOIR BAR,Mike Marino,"The Space Adventures of Doc Yucatan and Poontang Pemalang in the Search for the Striptease Falcon. Space wars, revolution, Erotibots and space junkies!",Fantasy,51537 Words,Ages 16 and up,1420,2,06-08-2016,"{'Science Fiction', 'Noir'}",https://www.bookrix.com/_ebook-mike-marino-space-noir-bar/,https://www.bookrix.com/Books/Download.html?bookID=vvf43f37fc2b425_1464033332.8321421146&format=epub
170,Legacy,Christopher Pastrana,"""What does a name matter anymore? Everything I had was taken from me. Everybody is gone, dead. Even death couldn't end my suffering. The only thing I have left is this draw, a need to find the sea, and whatever lies within its waters.""
""What will it take to get there?"" Briccio asked fighting the strange tired feeling in his head.
""The masters themselves will not keep me from where I am headed. I will leave the bodies of anyone who stands in my way behind me.""

Life and Death fight endlessly, tirelessly, for control over each and every person. A lonely man loses everything but gains an ally in death, setting into motion a chain of events that will forever change two worlds and the destiny of every form of life; from the tiny insects of the earth to the ageless dragons that soar the skies.",Fantasy,36244 Words,Ages 16 and up,1418,43,01-08-2012,"{'Death', 'Fire', 'Elements', 'Life', 'War', 'Wind', 'Water,... Show more', 'Fantasy', 'Dragons', 'Magic'}",https://www.bookrix.com/_ebook-christopher-legacy/,https://www.bookrix.com/Books/Download.html?bookID=vouren_1325993469.3906750679&format=epub
171,Weapon in disguise,Maddie Koschel,"Being part lion, cheetah and puma is rare. But being part werewolf as well is dam right impossible. But thats what Lexi is. Impossible. Her pack describe her as there secret weapon but others call her an abomination. Lexi has never let this faze her and she has continued to live her life. Alone. Fearing that because of her mixed heritage she would never have a mate. But when fate leaves a tantalizing scent on her territory she cant help but follow it. And what she discovers will change her life forever. Her mate. But what happens when that mate turns out to be arrogant and stuck up? And not to mention just as powerful as Lexi


My friend Kate price wrote the blurb for me so a massive thanks to her :).",Fantasy,9901 Words,Ages 14 and up,1415,48,12-28-2013,"{'danger', 'werewolf', 'hybrids', 'lust', 'Romance', 'Werewolves', 'mates', 'Fantasy'}",https://www.bookrix.com/_ebook-maddie-koschel-weapon-in-disguise/,https://www.bookrix.com/Books/Download.html?bookID=ri54bf9f6f6db25_1388147695.8326940536&format=epub
172,Who Am I?,V.N,"Willow is an orphan,stubborn and stronger than her image.Her past has always haunted her, the only things her mum left her was an old book. To make things worse she just transferred to a new school in her 3rd year of high school.How can a girl cope?
Alec is a werewolf, strong and is a player but needs to find his mate fast and it just happens Willow is one of his classmates.
What does the future hold for the both of them?",Fantasy,1083 Words,Ages 14 and up,1410,43,03-30-2012,"{'Jealousy', 'ect.', 'werewolves', 'magic', 'adventure', 'love'}",https://www.bookrix.com/_ebook-v-n-who-am-i/,https://www.bookrix.com/Books/Download.html?bookID=vanessacullen_1333127574.1606199741&format=epub
173,The Redemption of Marvin Fuster,Patrick Sean Lee,"66 year-old Marvin Quenton Fuster pees in public, thumbs his nose at cops, eats out of dumpsters, and sleeps beneath a loading dock. He is uneducated, a practiced petty thief, gainfully unemployed, and he is perfectly happy.

Until the command goes down...
""Lift him out of the ashes.""",Fantasy,20729 Words,Ages 0 and up,1406,30,11-21-2010,,https://www.bookrix.com/_ebook-patrick-sean-lee-the-redemption-of-marvin-fuster-4/,https://www.bookrix.com/Books/Download.html?bookID=felixthecat_1290376970.7493090630&format=epub
174,Vampire Love,M.D. Moore,Nicole has no Idea that Shawn is a Vampire...Will he tell her? If he does what will happen?,Fantasy,3464 Words,Ages 0 and up,1406,37,12-29-2010,"{'sex', 'love', 'vampires'}",https://www.bookrix.com/_ebook-m-d-moore-vampire-love/,https://www.bookrix.com/Books/Download.html?bookID=sweetheart123456_1293650686.2990350723&format=epub
175,renesmee's life book 1,twilightluvergurl,renesmee meets jacob again after 3 long years of being apart. her life is perfect until she relizes life is a lot harder than she thinks.,Fantasy,783 Words,Ages 0 and up,1402,61,09-29-2010,,https://www.bookrix.com/_ebook-twilightluvergurl-renesmee-039-s-life-book-1/,https://www.bookrix.com/Books/Download.html?bookID=twilightluvergurl_1285802989.6502621174&format=epub
176,Airma,Sammantha Lewis,"Maribel is the young farm girl with paranormal powers from Loemerna who's father and mother left for the beautiful city of Lenzanna. Leaving Maribel, her younger sister and her older brother to tend to the farm. One day while herding cattle she receive an invitation from her parents to come to Lenzanna. On her way there she is kidnapped and taken aboard a airshipe to Lowtozo. She is rescued by a mysterious young man who needs her help finding the ice crystal that will grant him the ability to become the the next king of Airma.",Fantasy,4234 Words,Ages 0 and up,1398,58,05-29-2011,"{'quest', 'magic', 'mythical world', 'adventure', 'love', 'fantasy'}",https://www.bookrix.com/_ebook-sammantha-lewis-airma/,https://www.bookrix.com/Books/Download.html?bookID=ichigo513_1302420497.4581670761&format=epub
177,What Shall It Be?,K.B. Torres,"Aliette and Zachary met and became enemies over a game of chess. Being enemies, they paid no attention to each other's beauty, until Aliette was kidnapped and nearly raped to death. What was Zachary to do? Now that she has awakened, he realizes her beauty, but supresses it by becoming her mentor. When Ragnor, a full-fledged vampire, trades land for Aliette, and starts to seduce Aliette into being his mate, Zachary stands his ground, challenging Ragnor to a battle over Aliette. Big. Mistake. Will Zachary live to stick with Aliette, or will Aliette's heart be broken from a death of her first real love, along with the burden of a shocking secret?
**Includes Some Language***",Fantasy,7671 Words,Ages 0 and up,1395,54,03-24-2012,,https://www.bookrix.com/_ebook-k-b-torres-what-shall-it-be/,https://www.bookrix.com/Books/Download.html?bookID=wayofthewiltedrose_1331525734.1123549938&format=epub
178,Blood Moon Forest : Series Book 1,Falicity Davis,"""I'm an alpha. I'm a leader, I'm a king!"" Ashton yelled and I started at him.""Remember, an alpha is nothing with out his pack, a leader is nothing without his followers and a king is nothing without his kingdom,"" I said and looked into his blazing eyes. ""Even if you have all of that, it's doesn't mean anything if you don't have someone to share it with."" And I walked out

*****
Jameela just came out of the Blood Moon Forest, where all wolves go to find there mates, it's deadly but it's law
When she finds her mate he is nothing that she wanted. She didn't even want a mate. He is the most feared alpha the one who kills with out mercy and for fun. She witnessed it first hand. After all he is a monster, but she is one too maybe even worse.What happens when he finds all of her demons inside of her and real will he turn his back or help her. What happens when she finds a second chance. Well I guess it's leaning towards the side that she rips out a jugular or two. What's a life without blood",Fantasy,17388 Words,Ages 0 and up,1392,34,06-18-2014,,https://www.bookrix.com/_ebook-falicity-davis-blood-moon-forest-series-book-1/,https://www.bookrix.com/Books/Download.html?bookID=rz71b4a6fe74e25_1403109411.3223829269&format=epub
179,Dreamer,Marie Reza,"Amber has been having strange dreams lately--dreams that are not normal. And when she wakes up, she finds out that she wants these dreams to come true. And she's not off. These dreams are powerful enough to break secrets, and with these dreams, comes true love.",Fantasy,9906 Words,Ages 0 and up,1383,76,05-02-2010,,https://www.bookrix.com/_ebook-marie-reza-dreamer/,https://www.bookrix.com/Books/Download.html?bookID=bookworm.94_1272815729.0882720947&format=epub
180,I just had to be a vampire slayer,Tiffany Wallace,Mariah is a vampire slayer after her best friend is killed by vampires. When she meets Damien the future king of the vampire they are supposed to kill them but will they stop their feelings for each other.....The story is complete so let me know what you think of the story and if there should be a second book and what it should be about.,Fantasy,26153 Words,Ages 14 and up,1377,26,08-07-2012,"{'vampires', 'romance', 'slayer'}",https://www.bookrix.com/_ebook-tiffany-wallace-i-just-had-to-be-a-vampire-slayer/,
181,The Winx,Lilprincess1,...,Fantasy,151 Words,Ages 0 and up,1362,3,11-11-2011,"{'Sky', 'Dance', 'Bloom', 'winx'}",https://www.bookrix.com/_ebook-lilprincess1-the-winx/,https://www.bookrix.com/Books/Download.html?bookID=lilprincess1_1320989564.2583069801&format=epub
182,Vampire mistress,Nailah Palmer,Ember cadence never wanted to become a vampire mistress so she stayed away from that choice but when she meets draven everything changes and puts her life and her love in jeporday...The book is not finished but i think its good ill finish later!!!,Fantasy,640 Words,Ages 0 and up,1353,19,06-28-2010,"{'vampire', 'werewolves'}",https://www.bookrix.com/_ebook-nailah-palmer-vampire-mistress/,https://www.bookrix.com/Books/Download.html?bookID=nailah_1277775170.3488318920&format=epub
